time,lasttime,lat,lng,speed,course,altitude,comment
2020-11-20 14:58:50,2020-11-20 15:04:50,33.67633,-114.21017,0,341,268.83," StrTrk 25 9 1.67V 14C 98956Pa "
2020-11-20 15:30:50,2020-11-20 15:34:50,33.67650,-114.21017,0,7,269.75," StrTrk 55 9 1.63V 21C 98972Pa "
2020-11-20 15:46:50,2020-11-20 15:46:50,33.67633,-114.21000,2,130,269.75," StrTrk 67 9 1.64V 24C 98967Pa "
2020-11-20 15:47:50,2020-11-20 15:47:50,33.67617,-114.20950,4,120,281.94," StrTrk 68 9 1.64V 23C 98808Pa "
2020-11-20 15:48:50,2020-11-20 15:48:50,33.67567,-114.20867,9,133,295.96," StrTrk 69 9 1.63V 22C 98613Pa "
2020-11-20 15:49:49,2020-11-20 15:49:49,33.67450,-114.20750,13,137,326.75," StrTrk 70 9 1.64V 23C 98304Pa "
2020-11-20 15:51:50,2020-11-20 15:51:50,33.67067,-114.20417,17,138,413.92," StrTrk 72 9 1.63V 24C 97342Pa "
2020-11-20 15:52:50,2020-11-20 15:52:50,33.66850,-114.20283,17,174,460.86," StrTrk 73 9 1.63V 25C 96777Pa "
2020-11-20 15:53:49,2020-11-20 15:53:49,33.66633,-114.20283,13,182,505.97," StrTrk 74 9 1.64V 24C 96263Pa "
2020-11-20 15:55:50,2020-11-20 15:55:50,33.66117,-114.20350,19,188,623.93," StrTrk 76 9 1.64V 24C 94858Pa "
2020-11-20 15:57:49,2020-11-20 15:57:49,33.65650,-114.20450,11,200,737.01," StrTrk 78 9 1.64V 23C 93666Pa "
2020-11-20 15:58:49,2020-11-20 15:59:24,33.65467,-114.20550,13,209,783.95," StrTrk 79 9 1.65V 23C 93134Pa "
2020-11-20 15:59:49,2020-11-20 15:59:49,33.65267,-114.20650,17,196,847.04," StrTrk 80 9 1.64V 24C 92462Pa "
2020-11-20 16:00:49,2020-11-20 16:00:49,33.65050,-114.20767,13,216,904.95," StrTrk 81 9 1.65V 24C 91840Pa "
2020-11-20 16:01:48,2020-11-20 16:01:48,33.64917,-114.20950,13,232,956.77," StrTrk 82 9 1.64V 24C 91306Pa "
2020-11-20 16:02:48,2020-11-20 16:02:48,33.64817,-114.21117,9,237,1000.05," StrTrk 83 9 1.65V 24C 90812Pa "
2020-11-20 16:03:48,2020-11-20 16:03:48,33.64767,-114.21250,6,251,1057.05," StrTrk 84 9 1.64V 24C 90225Pa "
2020-11-20 16:04:49,2020-11-20 16:04:49,33.64750,-114.21367,4,283,1114.04," StrTrk 85 9 1.64V 24C 89595Pa "
2020-11-20 16:05:48,2020-11-20 16:05:48,33.64833,-114.21400,9,354,1178.05," StrTrk 86 9 1.65V 24C 88952Pa "
2020-11-20 16:06:49,2020-11-20 16:06:49,33.65017,-114.21417,13,1,1232.92," StrTrk 87 9 1.65V 24C 88375Pa "
2020-11-20 16:07:48,2020-11-20 16:07:48,33.65183,-114.21367,13,23,1285.95," StrTrk 88 9 1.65V 25C 87843Pa "
2020-11-20 16:08:49,2020-11-20 16:08:49,33.65300,-114.21267,9,49,1342.95," StrTrk 89 9 1.65V 25C 87241Pa "
2020-11-20 16:09:49,2020-11-20 16:09:49,33.65417,-114.21133,9,33,1403.91," StrTrk 90 9 1.64V 25C 86611Pa "
2020-11-20 16:10:48,2020-11-20 16:10:48,33.65533,-114.20967,15,70,1471.88," StrTrk 91 9 1.64V 24C 85931Pa "
2020-11-20 16:11:48,2020-11-20 16:11:48,33.65633,-114.20667,20,63,1545.03," StrTrk 92 9 1.65V 24C 85209Pa "
2020-11-20 16:12:48,2020-11-20 16:12:48,33.65783,-114.20317,22,60,1605.08," StrTrk 93 9 1.65V 24C 84620Pa "
2020-11-20 16:13:48,2020-11-20 16:14:23,33.66000,-114.19950,26,52,1662.07," StrTrk 94 9 1.65V 23C 84029Pa "
2020-11-20 16:14:48,2020-11-20 16:14:48,33.66233,-114.19583,24,52,1719.99," StrTrk 95 9 1.66V 23C 83432Pa "
2020-11-20 16:15:48,2020-11-20 16:15:48,33.66467,-114.19200,24,52,1794.05," StrTrk 96 9 1.65V 22C 82761Pa "
2020-11-20 16:16:48,2020-11-20 16:16:48,33.66717,-114.18833,28,51,1876.04," StrTrk 97 9 1.65V 22C 81938Pa "
2020-11-20 16:17:49,2020-11-20 16:17:49,33.66983,-114.18467,22,46,1958.95," StrTrk 98 9 1.65V 21C 81149Pa "
2020-11-20 16:18:48,2020-11-20 16:18:48,33.67233,-114.18133,24,43,2027.83," StrTrk 99 9 1.65V 21C 80515Pa "
2020-11-20 16:19:48,2020-11-20 16:19:48,33.67517,-114.17850,22,35,2091.84," StrTrk 100 9 1.64V 20C 79906Pa "
2020-11-20 16:20:47,2020-11-20 16:20:47,33.67817,-114.17600,20,31,2157.98," StrTrk 101 9 1.63V 20C 79268Pa "
2020-11-20 16:21:47,2020-11-20 16:22:25,33.68100,-114.17400,17,30,2232.96," StrTrk 102 9 1.64V 19C 78565Pa "
2020-11-20 16:22:48,2020-11-20 16:22:48,33.68350,-114.17217,22,37,2317.09," StrTrk 103 9 1.63V 19C 77788Pa "
2020-11-20 16:23:48,2020-11-20 16:23:48,33.68550,-114.16917,19,56,2407.92," StrTrk 104 9 1.63V 20C 76940Pa "
2020-11-20 16:24:47,2020-11-20 16:24:47,33.68733,-114.16667,15,45,2496.92," StrTrk 105 9 1.63V 19C 76169Pa "
2020-11-20 16:25:47,2020-11-20 16:25:47,33.68967,-114.16400,24,44,2573.12," StrTrk 106 9 1.63V 18C 75445Pa "
2020-11-20 16:26:48,2020-11-20 16:26:48,33.69217,-114.16117,19,42,2652.98," StrTrk 107 9 1.63V 18C 74733Pa "
2020-11-20 16:28:47,2020-11-20 16:28:47,33.69617,-114.15500,26,62,2827.93," StrTrk 109 9 1.63V 18C 73157Pa "
2020-11-20 16:29:47,2020-11-20 16:30:18,33.69817,-114.15117,22,51,2919.07," StrTrk 110 9 1.63V 17C 72377Pa "
2020-11-20 16:30:47,2020-11-20 16:30:47,33.70050,-114.14750,28,61,3001.98," StrTrk 111 9 1.62V 16C 71634Pa "
2020-11-20 16:31:47,2020-11-20 16:31:47,33.70233,-114.14350,24,61,3080.92," StrTrk 112 9 1.62V 16C 70979Pa "
2020-11-20 16:32:47,2020-11-20 16:32:47,33.70400,-114.13900,26,61,3165.04," StrTrk 113 9 1.62V 16C 70236Pa "
2020-11-20 16:33:47,2020-11-20 16:33:47,33.70617,-114.13533,24,52,3243.07," StrTrk 114 9 1.62V 16C 69587Pa "
2020-11-20 16:34:47,2020-11-20 16:34:47,33.70850,-114.13200,22,47,3318.97," StrTrk 115 9 1.62V 15C 68940Pa "
2020-11-20 16:35:47,2020-11-20 16:35:47,33.71083,-114.12867,22,58,3397.91," StrTrk 116 9 1.62V 15C 68267Pa "
2020-11-20 16:36:47,2020-11-20 16:36:47,33.71183,-114.12517,22,72,3493.92," StrTrk 117 9 1.62V 18C 67489Pa "
2020-11-20 16:37:49,2020-11-20 16:37:49,33.71317,-114.12117,20,69,3609.14," StrTrk 118 9 1.62V 17C 66548Pa "
2020-11-20 16:38:48,2020-11-20 16:38:48,33.71400,-114.11717,26,76,3712.16," StrTrk 119 9 1.62V 16C 65712Pa "
2020-11-20 16:39:48,2020-11-20 16:39:48,33.71467,-114.11333,19,73,3810.00," StrTrk 120 9 1.62V 17C 64927Pa "
2020-11-20 16:40:47,2020-11-20 16:40:47,33.71517,-114.10950,22,83,3919.12," StrTrk 121 9 1.62V 17C 64056Pa "
2020-11-20 16:41:47,2020-11-20 16:41:47,33.71550,-114.10567,22,74,4036.16," StrTrk 122 9 1.61V 16C 63169Pa "
2020-11-20 16:42:47,2020-11-20 16:42:47,33.71600,-114.10083,30,88,4137.05," StrTrk 123 9 1.60V 15C 62395Pa "
2020-11-20 16:43:48,2020-11-20 16:43:48,33.71583,-114.09583,28,96,4239.16," StrTrk 124 9 1.61V 15C 61585Pa "
2020-11-20 16:44:47,2020-11-20 16:44:47,33.71567,-114.09033,33,92,4340.05," StrTrk 125 9 1.60V 14C 60806Pa "
2020-11-20 16:45:47,2020-11-20 16:45:47,33.71617,-114.08500,28,77,4450.08," StrTrk 126 9 1.60V 13C 59988Pa "
2020-11-20 16:46:47,2020-11-20 16:46:47,33.71700,-114.08083,22,85,4559.20," StrTrk 127 9 1.60V 12C 59195Pa "
2020-11-20 16:47:48,2020-11-20 16:47:48,33.71717,-114.07600,31,92,4657.95," StrTrk 128 9 1.59V 12C 58448Pa "
2020-11-20 16:48:47,2020-11-20 16:48:47,33.71650,-114.06983,35,94,4760.06," StrTrk 129 9 1.60V 11C 57715Pa "
2020-11-20 16:49:47,2020-11-20 16:49:47,33.71633,-114.06383,31,92,4849.98," StrTrk 130 9 1.60V 09C 57058Pa "
2020-11-20 16:50:47,2020-11-20 16:50:47,33.71633,-114.05817,31,88,4942.94," StrTrk 131 9 1.60V 7C 56400Pa "
2020-11-20 16:51:47,2020-11-20 16:51:47,33.71683,-114.05217,33,81,5034.99," StrTrk 132 9 1.59V 6C 55748Pa "
2020-11-20 16:53:48,2020-11-20 16:53:48,33.71783,-114.03967,37,89,5254.14," StrTrk 134 9 1.59V 8C 54205Pa "
2020-11-20 16:54:47,2020-11-20 16:54:47,33.71817,-114.03300,41,91,5365.09," StrTrk 135 9 1.58V 7C 53448Pa "
2020-11-20 16:55:47,2020-11-20 16:55:47,33.71783,-114.02550,44,88,5481.22," StrTrk 136 9 1.59V 7C 52658Pa "
2020-11-20 16:56:47,2020-11-20 16:56:47,33.71833,-114.01750,46,84,5603.14," StrTrk 137 9 1.58V 6C 51850Pa "
2020-11-20 16:57:47,2020-11-20 16:57:47,33.71833,-114.00867,50,89,5723.23," StrTrk 138 9 1.58V 5C 51037Pa "
2020-11-20 16:58:47,2020-11-20 16:58:47,33.71883,-114.00000,46,90,5840.27," StrTrk 139 9 1.57V 3C 50288Pa "
2020-11-20 16:59:47,2020-11-20 16:59:47,33.71883,-113.99083,48,87,5965.24," StrTrk 140 9 1.57V 3C 49477Pa "
2020-11-20 17:00:47,2020-11-20 17:00:47,33.71900,-113.98150,54,85,6079.24," StrTrk 141 9 1.56V 2C 48725Pa "
2020-11-20 17:01:47,2020-11-20 17:01:47,33.71983,-113.97200,57,81,6194.15," StrTrk 142 9 1.57V 1C 48020Pa "
2020-11-20 17:02:47,2020-11-20 17:02:47,33.72067,-113.96133,61,79,6311.19," StrTrk 143 9 1.57V 1C 47277Pa "
2020-11-20 17:03:49,2020-11-20 17:03:49,33.72317,-113.95067,63,69,6418.17," StrTrk 144 9 1.56V 0C 46616Pa "
2020-11-20 17:04:47,2020-11-20 17:04:47,33.72550,-113.93933,61,79,6531.25," StrTrk 145 9 1.56V 0C 45933Pa "
2020-11-20 17:05:47,2020-11-20 17:05:47,33.72717,-113.92783,59,83,6648.30," StrTrk 146 9 1.56V 0C 45243Pa "
2020-11-20 17:06:47,2020-11-20 17:07:20,33.72850,-113.91767,56,81,6754.06," StrTrk 147 9 1.56V -1C 44585Pa "
2020-11-20 17:07:48,2020-11-20 17:07:48,33.72917,-113.90800,56,89,6870.19," StrTrk 148 9 1.56V -1C 43926Pa "
2020-11-20 17:08:47,2020-11-20 17:08:47,33.72867,-113.89817,54,94,6994.25," StrTrk 149 9 1.56V -2C 43200Pa "
2020-11-20 17:10:48,2020-11-20 17:10:48,33.72917,-113.87750,59,86,7260.34," StrTrk 151 9 1.55V -3C 41690Pa "
2020-11-20 17:11:47,2020-11-20 17:11:47,33.73017,-113.86600,69,81,7391.10," StrTrk 152 9 1.55V -4C 40952Pa "
2020-11-20 17:12:47,2020-11-20 17:12:47,33.73150,-113.85333,76,86,7521.24," StrTrk 153 9 1.54V -5C 40245Pa "
2020-11-20 17:13:47,2020-11-20 17:13:47,33.73250,-113.83900,78,84,7656.27," StrTrk 154 9 1.55V -6C 39520Pa "
2020-11-20 17:14:47,2020-11-20 17:14:47,33.73467,-113.82467,81,79,7782.15," StrTrk 155 9 1.54V -6C 38842Pa "
2020-11-20 17:15:47,2020-11-20 17:15:47,33.73700,-113.81000,81,77,7907.12," StrTrk 156 9 1.53V -6C 38190Pa "
2020-11-20 17:16:47,2020-11-20 17:16:47,33.73967,-113.79550,80,80,8026.30," StrTrk 157 9 1.54V -6C 37569Pa "
2020-11-20 17:17:47,2020-11-20 17:17:47,33.74100,-113.78050,85,87,8157.36," StrTrk 158 9 1.53V -7C 36887Pa "
2020-11-20 17:18:47,2020-11-20 17:18:47,33.74167,-113.76483,87,90,8283.24," StrTrk 159 9 1.54V -7C 36247Pa "
2020-11-20 17:19:47,2020-11-20 17:19:47,33.74217,-113.74900,87,85,8417.36," StrTrk 160 9 1.53V -7C 35571Pa "
2020-11-20 17:20:47,2020-11-20 17:20:47,33.74267,-113.73300,87,88,8558.17," StrTrk 161 9 1.53V -8C 34874Pa "
2020-11-20 17:21:47,2020-11-20 17:21:47,33.74300,-113.71700,89,87,8705.39," StrTrk 162 9 1.53V -09C 34182Pa "
2020-11-20 17:22:47,2020-11-20 17:22:47,33.74317,-113.70067,85,86,8852.31," StrTrk 163 9 1.53V -11C 33482Pa "
2020-11-20 17:24:47,2020-11-20 17:24:47,33.74367,-113.66783,93,86,9145.22," StrTrk 165 9 1.52V -12C 32123Pa "
2020-11-20 17:25:47,2020-11-20 17:25:47,33.74417,-113.65117,94,89,9295.18," StrTrk 166 9 1.52V -13C 31437Pa "
2020-11-20 17:26:47,2020-11-20 17:26:47,33.74467,-113.63483,91,88,9438.44," StrTrk 167 9 1.52V -14C 30801Pa "
2020-11-20 17:27:47,2020-11-20 17:27:47,33.74450,-113.61800,94,91,9594.19," StrTrk 168 9 1.52V -15C 30123Pa "
2020-11-20 17:28:47,2020-11-20 17:28:47,33.74400,-113.60100,91,90,9751.47," StrTrk 169 9 1.51V -16C 29455Pa "
2020-11-20 17:29:47,2020-11-20 17:29:47,33.74367,-113.58433,98,93,9908.44," StrTrk 170 9 1.51V -17C 28791Pa "
2020-11-20 17:30:47,2020-11-20 17:30:47,33.74217,-113.56650,106,96,10070.29," StrTrk 171 9 1.50V -18C 28112Pa "
2020-11-20 17:31:47,2020-11-20 17:31:47,33.74067,-113.54733,102,95,10240.37," StrTrk 172 9 1.50V -19C 27425Pa "
2020-11-20 17:32:47,2020-11-20 17:32:47,33.73950,-113.52817,113,93,10401.30," StrTrk 173 9 1.49V -21C 26788Pa "
2020-11-20 17:33:47,2020-11-20 17:33:47,33.73817,-113.50733,119,96,10563.45," StrTrk 174 9 1.49V -21C 26146Pa "
2020-11-20 17:34:47,2020-11-20 17:34:47,33.73550,-113.48550,124,99,10724.39," StrTrk 175 9 1.48V -22C 25531Pa "
2020-11-20 17:35:47,2020-11-20 17:35:47,33.73233,-113.46367,120,97,10879.23," StrTrk 176 9 1.48V -23C 24929Pa "
2020-11-20 17:36:47,2020-11-20 17:36:47,33.72967,-113.44200,119,99,11038.33," StrTrk 177 9 1.48V -24C 24351Pa "
2020-11-20 17:37:47,2020-11-20 17:37:47,33.72650,-113.41967,128,98,11195.30," StrTrk 178 9 1.48V -25C 23768Pa "
2020-11-20 17:38:47,2020-11-20 17:38:47,33.72267,-113.39683,130,104,11354.41," StrTrk 179 9 1.47V -26C 23212Pa "
2020-11-20 17:39:47,2020-11-20 17:39:47,33.71867,-113.37333,131,101,11516.26," StrTrk 180 9 1.46V -27C 22643Pa "
2020-11-20 17:40:47,2020-11-20 17:40:47,33.71483,-113.34800,144,99,11663.48," StrTrk 181 9 1.47V -27C 22101Pa "
2020-11-20 17:41:47,2020-11-20 17:41:47,33.71067,-113.32250,141,103,11829.29," StrTrk 182 9 1.45V -29C 21551Pa "
2020-11-20 17:42:47,2020-11-20 17:42:47,33.70567,-113.29800,131,102,11997.54," StrTrk 183 9 1.45V -29C 20996Pa "
2020-11-20 17:43:47,2020-11-20 17:43:47,33.70150,-113.27467,131,100,12165.48," StrTrk 184 9 1.46V -31C 20440Pa "
2020-11-20 17:44:47,2020-11-20 17:44:47,33.69817,-113.25150,130,99,12348.36," StrTrk 185 9 1.45V -31C 19858Pa "
2020-11-20 17:45:47,2020-11-20 17:45:47,33.69550,-113.22883,120,97,12525.45," StrTrk 186 9 1.44V -32C 19288Pa "
2020-11-20 17:46:47,2020-11-20 17:46:47,33.69383,-113.20717,117,99,12707.42," StrTrk 187 9 1.45V -33C 18750Pa "
2020-11-20 17:47:47,2020-11-20 17:47:47,33.69150,-113.18750,115,96,12883.59," StrTrk 188 9 1.44V -33C 18228Pa "
2020-11-20 17:48:47,2020-11-20 17:48:47,33.69000,-113.16733,115,90,13050.62," StrTrk 189 9 1.42V -34C 17728Pa "
2020-11-20 17:49:47,2020-11-20 17:49:47,33.69067,-113.14700,115,89,13204.55," StrTrk 190 9 1.42V -34C 17287Pa "
2020-11-20 17:50:47,2020-11-20 17:50:47,33.68950,-113.12517,124,93,13383.46," StrTrk 191 9 1.42V -34C 16798Pa "
2020-11-20 17:51:47,2020-11-20 17:51:47,33.68833,-113.10267,124,95,13556.59," StrTrk 192 9 1.42V -35C 16326Pa "
2020-11-20 17:52:47,2020-11-20 17:52:47,33.68733,-113.08267,111,91,13737.64," StrTrk 193 9 1.41V -35C 15861Pa "
2020-11-20 17:53:47,2020-11-20 17:53:47,33.68650,-113.06317,107,93,13914.42," StrTrk 194 9 1.42V -36C 15415Pa "
2020-11-20 17:54:47,2020-11-20 17:54:47,33.68617,-113.04650,83,85,14085.42," StrTrk 195 9 1.42V -34C 14967Pa "
2020-11-20 17:55:47,2020-11-20 17:55:47,33.68800,-113.03183,87,81,14233.55," StrTrk 196 9 1.41V -35C 14618Pa "
2020-11-20 17:56:47,2020-11-20 17:56:47,33.68983,-113.01667,93,81,14388.69," StrTrk 197 9 1.41V -35C 14231Pa "
2020-11-20 17:57:47,2020-11-20 17:57:47,33.69367,-113.00117,93,69,14539.57," StrTrk 198 9 1.40V -33C 13898Pa "
2020-11-20 17:58:47,2020-11-20 17:58:47,33.69950,-112.98517,96,61,14694.71," StrTrk 199 9 1.41V -33C 13537Pa "
2020-11-20 17:59:47,2020-11-20 17:59:47,33.70533,-112.96850,100,77,14864.49," StrTrk 200 9 1.39V -34C 13161Pa "
2020-11-20 18:00:47,2020-11-20 18:00:47,33.70817,-112.94983,106,79,15027.55," StrTrk 201 9 1.39V -35C 12806Pa "
2020-11-20 18:01:47,2020-11-20 18:01:47,33.71233,-112.93200,104,78,15209.52," StrTrk 202 9 1.39V -36C 12429Pa "
2020-11-20 18:02:47,2020-11-20 18:02:47,33.71500,-112.91400,96,84,15401.54," StrTrk 203 9 1.39V -37C 12012Pa "
2020-11-20 18:03:47,2020-11-20 18:03:47,33.71750,-112.89783,87,75,15584.73," StrTrk 204 9 1.40V -37C 11662Pa "
2020-11-20 18:04:47,2020-11-20 18:04:47,33.72067,-112.88150,96,80,15745.66," StrTrk 205 9 1.40V -38C 11341Pa "
2020-11-20 18:05:47,2020-11-20 18:05:47,33.72317,-112.86450,85,76,15918.48," StrTrk 206 9 1.40V -37C 11028Pa "
2020-11-20 18:06:47,2020-11-20 18:06:47,33.72567,-112.85050,87,76,16067.53," StrTrk 207 9 1.39V -37C 10738Pa "
2020-11-20 18:07:47,2020-11-20 18:07:47,33.72783,-112.83450,91,79,16239.74," StrTrk 208 9 1.38V -35C 10437Pa "
2020-11-20 18:08:47,2020-11-20 18:08:47,33.72817,-112.81700,89,93,16401.59," StrTrk 209 9 1.38V -37C 10137Pa "
2020-11-20 18:09:47,2020-11-20 18:09:47,33.72950,-112.80317,72,75,16565.58," StrTrk 210 9 1.38V -36C 9851Pa "
2020-11-20 18:10:47,2020-11-20 18:10:47,33.73317,-112.79083,70,65,16732.61," StrTrk 211 9 1.38V -34C 9581Pa "
2020-11-20 18:11:50,2020-11-20 18:11:50,33.73900,-112.77900,83,58,16903.60," StrTrk 212 9 1.37V -34C 9299Pa "
2020-11-20 18:12:47,2020-11-20 18:12:47,33.74283,-112.76567,80,77,17067.58," StrTrk 213 9 1.37V -36C 9031Pa "
2020-11-20 18:13:47,2020-11-20 18:13:47,33.74683,-112.74967,94,72,17234.61," StrTrk 214 9 1.37V -36C 8775Pa "
2020-11-20 18:14:47,2020-11-20 18:15:36,33.74850,-112.73333,83,84,17411.70," StrTrk 215 9 1.37V -37C 8502Pa "
2020-11-20 18:15:51,2020-11-20 18:15:51,33.74983,-112.71767,85,96,17589.70," StrTrk 216 9 1.38V -36C 8257Pa "
2020-11-20 18:16:47,2020-11-20 18:16:47,33.74767,-112.70500,67,105,17739.66," StrTrk 217 9 1.39V -38C 8025Pa "
2020-11-20 18:17:47,2020-11-20 18:17:47,33.74517,-112.69550,44,98,17891.76," StrTrk 218 9 1.39V -38C 7813Pa "
2020-11-20 18:18:47,2020-11-20 18:18:47,33.74500,-112.68850,35,74,18034.71," StrTrk 219 9 1.38V -36C 7620Pa "
2020-11-20 18:19:50,2020-11-20 18:19:50,33.74767,-112.68283,37,54,18182.84," StrTrk 220 9 1.38V -35C 7430Pa "
2020-11-20 18:20:47,2020-11-20 18:20:47,33.75117,-112.67533,59,65,18331.89," StrTrk 221 9 1.37V -34C 7235Pa "
2020-11-20 18:21:47,2020-11-20 18:21:47,33.75517,-112.66483,65,67,18474.84," StrTrk 222 9 1.37V -33C 7056Pa "
2020-11-20 18:22:47,2020-11-20 18:22:47,33.75833,-112.65350,65,75,18637.61," StrTrk 223 9 1.37V -33C 6858Pa "
2020-11-20 18:23:47,2020-11-20 18:23:47,33.76117,-112.64200,59,73,18779.64," StrTrk 224 9 1.37V -32C 6693Pa "
2020-11-20 18:24:50,2020-11-20 18:24:50,33.76117,-112.63200,52,94,18921.68," StrTrk 225 9 1.39V -34C 6518Pa "
2020-11-20 18:25:47,2020-11-20 18:25:47,33.76067,-112.62367,41,94,19078.65," StrTrk 226 9 1.39V -34C 6343Pa "
2020-11-20 18:26:47,2020-11-20 18:26:47,33.76033,-112.61383,61,98,19226.78," StrTrk 227 9 1.39V -32C 6196Pa "
2020-11-20 18:27:47,2020-11-20 18:27:47,33.75883,-112.60350,67,100,19382.84," StrTrk 228 9 1.38V -32C 6023Pa "
2020-11-20 18:28:47,2020-11-20 18:28:47,33.75683,-112.59233,63,107,19484.95," StrTrk 229 9 1.39V -33C 5917Pa "
2020-11-20 18:29:47,2020-11-20 18:29:47,33.75333,-112.58267,48,118,19593.76," StrTrk 230 9 1.40V -34C 5794Pa "
2020-11-20 18:30:47,2020-11-20 18:30:47,33.75067,-112.57600,33,112,19711.72," StrTrk 231 9 1.42V -33C 5680Pa "
2020-11-20 18:31:47,2020-11-20 18:31:47,33.74967,-112.57067,30,104,19823.89," StrTrk 232 9 1.42V -32C 5578Pa "
2020-11-20 18:32:47,2020-11-20 18:32:47,33.74733,-112.56517,39,120,19930.87," StrTrk 233 9 1.43V -31C 5480Pa "
2020-11-20 18:33:47,2020-11-20 18:33:47,33.74383,-112.55883,44,128,20037.86," StrTrk 234 9 1.43V -29C 5384Pa "
2020-11-20 18:34:47,2020-11-20 18:34:47,33.74000,-112.55317,31,127,20130.82," StrTrk 235 9 1.44V -28C 5300Pa "
2020-11-20 18:35:47,2020-11-20 18:35:47,33.73750,-112.54833,30,114,20215.86," StrTrk 236 9 1.44V -27C 5233Pa "
2020-11-20 18:36:47,2020-11-20 18:36:47,33.73600,-112.54300,33,113,20302.73," StrTrk 237 9 1.44V -27C 5159Pa "
2020-11-20 18:37:47,2020-11-20 18:37:47,33.73383,-112.53750,33,106,20401.79," StrTrk 238 9 1.45V -26C 5077Pa "
2020-11-20 18:38:47,2020-11-20 18:38:47,33.73250,-112.53133,37,112,20497.80," StrTrk 239 9 1.46V -26C 4993Pa "
2020-11-20 18:39:47,2020-11-20 18:39:47,33.73000,-112.52567,31,116,20583.75," StrTrk 240 9 1.45V -26C 4916Pa "
2020-11-20 18:40:47,2020-11-20 18:40:47,33.72817,-112.52100,26,111,20659.95," StrTrk 241 9 1.46V -25C 4865Pa "
