time,lasttime,lat,lng,speed,course,altitude,comment,alt_sp
2022-08-22 19:39:39,2022-08-22 19:39:39,34.7165,-106.7025,28,268,18031.66, StrTrk 233 9 1.42V -34C 7903Pa ,18000
2022-08-22 19:40:39,2022-08-22 19:40:39,34.716,-106.70767,28,264,18070.68, StrTrk 234 9 1.44V -33C 7853Pa ,18000
2022-08-22 19:41:39,2022-08-22 19:41:39,34.7155,-106.713,28,260,17961.86, StrTrk 235 9 1.44V -35C 7998Pa ,18000
2022-08-22 19:42:39,2022-08-22 19:42:39,34.7145,-106.718,30,266,18031.66, StrTrk 236 9 1.43V -34C 7900Pa ,18000
2022-08-22 19:43:39,2022-08-22 19:43:39,34.7145,-106.7235,30,269,18021.6, StrTrk 237 9 1.43V -34C 7915Pa ,18000
2022-08-22 19:44:39,2022-08-22 19:44:39,34.71383,-106.72883,28,256,17945.71, StrTrk 238 9 1.44V -34C 8016Pa ,18000
2022-08-22 19:45:39,2022-08-22 19:45:39,34.71333,-106.73417,30,263,18055.74, StrTrk 239 9 1.44V -34C 7869Pa ,18000
2022-08-22 19:47:39,2022-08-22 19:47:39,34.712,-106.74467,28,260,17918.58, StrTrk 241 9 1.44V -34C 8066Pa ,18000
2022-08-22 19:49:39,2022-08-22 19:49:39,34.711,-106.7555,30,264,18089.88, StrTrk 243 9 1.43V -33C 7820Pa ,18000
2022-08-22 19:51:39,2022-08-22 19:51:39,34.71,-106.766,26,261,17937.78, StrTrk 245 9 1.44V -35C 8030Pa ,18000
2022-08-22 19:52:39,2022-08-22 19:52:39,34.709,-106.77117,30,265,18001.79, StrTrk 246 9 1.43V -35C 7950Pa ,18000
2022-08-22 19:54:39,2022-08-22 19:54:39,34.70833,-106.78183,31,264,18004.84, StrTrk 248 9 1.44V -34C 7934Pa ,18000
2022-08-22 19:55:39,2022-08-22 19:55:39,34.70783,-106.787,28,265,17954.85, StrTrk 249 9 1.43V -35C 8011Pa ,18000
2022-08-22 19:56:39,2022-08-22 19:56:39,34.707,-106.79217,31,260,18024.65, StrTrk 250 9 1.44V -34C 7919Pa ,18000
2022-08-22 19:57:39,2022-08-22 19:57:39,34.7065,-106.79767,28,265,18054.83, StrTrk 251 9 1.44V -33C 7869Pa ,18000
2022-08-22 19:58:39,2022-08-22 19:58:39,34.706,-106.80267,26,261,17948.76, StrTrk 252 9 1.44V -35C 8021Pa ,18000
2022-08-22 19:59:39,2022-08-22 19:59:39,34.70533,-106.80783,30,265,18026.79, StrTrk 253 9 1.44V -34C 7910Pa ,18000
2022-08-22 20:01:39,2022-08-22 20:01:39,34.70483,-106.81833,28,261,17957.6, StrTrk 255 9 1.43V -32C 8002Pa ,18000
2022-08-22 20:02:39,2022-08-22 20:02:39,34.70467,-106.8235,28,265,18052.69, StrTrk 256 9 1.44V -31C 7869Pa ,18000
2022-08-22 20:03:39,2022-08-22 20:03:39,34.70467,-106.82867,26,268,18068.85, StrTrk 257 9 1.44V -32C 7864Pa ,18000
2022-08-22 20:04:39,2022-08-22 20:04:39,34.70433,-106.83367,26,262,17949.67, StrTrk 258 9 1.44V -34C 8015Pa ,18000
2022-08-22 20:05:39,2022-08-22 20:05:39,34.70367,-106.83883,28,264,18009.72, StrTrk 259 9 1.44V -33C 7925Pa ,18000
2022-08-22 20:06:39,2022-08-22 20:06:39,34.70383,-106.844,28,272,18056.66, StrTrk 260 9 1.45V -32C 7862Pa ,18000
2022-08-22 20:07:39,2022-08-22 20:07:39,34.704,-106.8495,30,269,17971.62, StrTrk 261 9 1.44V -33C 7988Pa ,18000
2022-08-22 20:08:39,2022-08-22 20:08:39,34.70417,-106.855,28,276,18045.68, StrTrk 262 9 1.44V -34C 7890Pa ,18000
2022-08-22 20:09:40,2022-08-22 20:09:40,34.7045,-106.86033,28,272,18024.65, StrTrk 263 9 1.45V -33C 7921Pa ,18000
2022-08-22 20:10:40,2022-08-22 20:10:40,34.7045,-106.86567,28,265,17976.8, StrTrk 264 9 1.44V -34C 7982Pa ,18000
2022-08-22 20:12:39,2022-08-22 20:12:39,34.70467,-106.876,30,270,18024.65, StrTrk 266 9 1.45V -34C 7926Pa ,18000
2022-08-22 20:13:39,2022-08-22 20:13:39,34.70417,-106.88117,30,259,17961.86, StrTrk 267 9 1.45V -33C 8005Pa ,18000
2022-08-22 20:14:39,2022-08-22 20:14:39,34.704,-106.8865,28,272,18026.79, StrTrk 268 9 1.45V -33C 7910Pa ,18000
2022-08-22 20:15:39,2022-08-22 20:15:39,34.70383,-106.8915,28,270,18058.79, StrTrk 269 9 1.45V -31C 7867Pa ,18000
2022-08-22 20:16:39,2022-08-22 20:16:39,34.704,-106.89683,28,263,17934.74, StrTrk 270 9 1.45V -31C 8037Pa ,18000
2022-08-22 20:17:39,2022-08-22 20:17:39,34.70383,-106.902,26,279,18002.71, StrTrk 271 9 1.45V -31C 7947Pa ,18000
2022-08-22 20:18:39,2022-08-22 20:18:39,34.70417,-106.90683,24,275,18063.67, StrTrk 272 9 1.45V -31C 7860Pa ,18000
2022-08-22 20:19:39,2022-08-22 20:19:39,34.7045,-106.91167,28,275,17978.63, StrTrk 273 9 1.45V -32C 7982Pa ,18000
2022-08-22 20:20:39,2022-08-22 20:20:39,34.70433,-106.91667,26,267,17971.62, StrTrk 274 9 1.46V -33C 7986Pa ,18000
2022-08-22 20:23:39,2022-08-22 20:23:39,34.70483,-106.93133,26,266,17948.76, StrTrk 277 9 1.44V -32C 8024Pa ,18000
2022-08-22 20:24:39,2022-08-22 20:24:39,34.705,-106.93633,28,277,18051.78, StrTrk 278 9 1.45V -32C 7880Pa ,18000
2022-08-22 20:25:39,2022-08-22 20:25:39,34.70517,-106.94117,26,274,18037.76, StrTrk 279 9 1.45V -31C 7901Pa ,18000
2022-08-22 20:26:39,2022-08-22 20:26:39,34.7055,-106.94617,26,271,17947.84, StrTrk 280 9 1.44V -31C 8020Pa ,18000
2022-08-22 20:27:39,2022-08-22 20:27:39,34.70583,-106.95067,26,275,18042.64, StrTrk 281 9 1.45V -31C 7889Pa ,18000
2022-08-22 20:28:39,2022-08-22 20:28:39,34.70667,-106.95533,28,285,18105.73, StrTrk 282 9 1.45V -31C 7818Pa ,18000
2022-08-22 20:29:39,2022-08-22 20:29:39,34.7075,-106.96017,26,274,17977.71, StrTrk 283 9 1.45V -31C 7994Pa ,18000
2022-08-22 20:30:39,2022-08-22 20:30:39,34.70733,-106.96483,24,262,17953.63, StrTrk 284 9 1.46V -31C 8007Pa ,14000
2022-08-22 20:31:39,2022-08-22 20:31:39,34.70783,-106.96967,24,284,18013.68, StrTrk 285 9 1.45V -31C 7933Pa ,14000
2022-08-22 20:32:40,2022-08-22 20:32:40,34.70883,-106.97433,26,283,17973.75, StrTrk 286 9 1.45V -30C 7983Pa ,14000
2022-08-22 20:33:39,2022-08-22 20:33:39,34.70917,-106.979,22,274,17853.66, StrTrk 287 9 1.45V -32C 8157Pa ,14000
2022-08-22 20:34:39,2022-08-22 20:34:39,34.70883,-106.98283,22,257,17750.64, StrTrk 288 9 1.45V -35C 8308Pa ,14000
2022-08-22 20:35:39,2022-08-22 20:35:39,34.70767,-106.98683,24,243,17676.57, StrTrk 289 9 1.44V -34C 8403Pa ,14000
2022-08-22 20:37:39,2022-08-22 20:37:39,34.7035,-106.99183,13,210,17504.66, StrTrk 291 9 1.45V -33C 8654Pa ,14000
2022-08-22 20:38:39,2022-08-22 20:38:39,34.702,-106.99267,9,191,17492.78, StrTrk 292 9 1.44V -33C 8680Pa ,14000
2022-08-22 20:39:39,2022-08-22 20:39:39,34.70067,-106.9925,7,153,17439.74, StrTrk 293 9 1.44V -34C 8754Pa ,14000
2022-08-22 20:40:39,2022-08-22 20:40:39,34.69933,-106.99083,17,124,17359.58, StrTrk 294 9 1.44V -34C 8887Pa ,14000
2022-08-22 20:41:39,2022-08-22 20:41:39,34.698,-106.98833,13,123,17292.83, StrTrk 295 9 1.45V -33C 8990Pa ,14000
2022-08-22 20:42:39,2022-08-22 20:42:39,34.697,-106.98683,9,144,17228.82, StrTrk 296 9 1.44V -32C 9091Pa ,14000
2022-08-22 20:43:39,2022-08-22 20:43:39,34.6955,-106.98617,7,170,17165.73, StrTrk 297 9 1.43V -32C 9197Pa ,14000
2022-08-22 20:44:39,2022-08-22 20:44:39,34.6945,-106.98617,4,181,17132.81, StrTrk 298 9 1.44V -32C 9237Pa ,14000
2022-08-22 20:45:39,2022-08-22 20:45:39,34.69417,-106.98633,2,202,17106.6, StrTrk 299 9 1.42V -31C 9278Pa ,14000
2022-08-22 20:46:39,2022-08-22 20:46:39,34.69417,-106.9865,2,338,17046.55, StrTrk 300 9 1.43V -31C 9374Pa ,14000
2022-08-22 20:47:39,2022-08-22 20:47:39,34.69433,-106.987,2,297,16988.64, StrTrk 301 9 1.44V -31C 9472Pa ,14000
2022-08-22 20:48:39,2022-08-22 20:48:39,34.694,-106.98733,2,214,16925.54, StrTrk 302 9 1.44V -32C 9590Pa ,14000
2022-08-22 20:49:39,2022-08-22 20:49:39,34.69417,-106.98733,4,38,16865.8, StrTrk 303 9 1.43V -34C 9684Pa ,14000
2022-08-22 20:50:39,2022-08-22 20:50:39,34.695,-106.98633,7,37,16819.78, StrTrk 304 9 1.43V -34C 9766Pa ,14000
2022-08-22 20:52:39,2022-08-22 20:52:39,34.69783,-106.98383,11,36,16766.74, StrTrk 306 9 1.44V -33C 9866Pa ,14000
2022-08-22 20:53:39,2022-08-22 20:53:39,34.69917,-106.98233,11,47,16726.81, StrTrk 307 9 1.44V -33C 9933Pa ,14000
2022-08-22 20:54:39,2022-08-22 20:54:39,34.7005,-106.98067,13,50,16675.61, StrTrk 308 9 1.44V -33C 10016Pa ,14000
2022-08-22 20:55:39,2022-08-22 20:55:39,34.70167,-106.97883,11,56,16633.55, StrTrk 309 9 1.45V -32C 10096Pa ,14000
2022-08-22 20:57:39,2022-08-22 20:57:39,34.70367,-106.97383,17,65,16546.68, StrTrk 311 9 1.45V -31C 10232Pa ,14000
2022-08-22 20:58:39,2022-08-22 20:58:39,34.705,-106.97083,19,59,16530.52, StrTrk 312 9 1.45V -30C 10246Pa ,14000
2022-08-22 20:59:39,2022-08-22 20:59:39,34.70717,-106.96783,24,44,16510.71, StrTrk 313 9 1.45V -30C 10296Pa ,14000
2022-08-22 21:00:39,2022-08-22 21:00:39,34.71,-106.9645,28,41,16468.65, StrTrk 314 9 1.45V -30C 10353Pa ,14000
2022-08-22 21:02:39,2022-08-22 21:02:39,34.717,-106.957,33,39,16364.71, StrTrk 316 9 1.45V -29C 10545Pa ,14000
2022-08-22 21:03:39,2022-08-22 21:03:39,34.72083,-106.95283,37,41,16346.73, StrTrk 317 9 1.46V -29C 10578Pa ,14000
2022-08-22 21:04:39,2022-08-22 21:04:39,34.7245,-106.94867,30,48,16325.7, StrTrk 318 9 1.46V -31C 10628Pa ,14000
2022-08-22 21:05:39,2022-08-22 21:05:39,34.72717,-106.94467,28,52,16287.6, StrTrk 319 9 1.47V -31C 10701Pa ,14000
2022-08-22 21:07:38,2022-08-22 21:07:38,34.73167,-106.93683,24,60,16254.68, StrTrk 321 9 1.46V -32C 10755Pa ,14000
2022-08-22 21:08:39,2022-08-22 21:08:39,34.73367,-106.93283,24,58,16260.78, StrTrk 322 9 1.47V -31C 10744Pa ,14000
2022-08-22 21:09:38,2022-08-22 21:09:38,34.73667,-106.92933,30,32,16213.53, StrTrk 323 9 1.45V -31C 10836Pa ,14000
2022-08-22 21:10:38,2022-08-22 21:10:38,34.74117,-106.92667,33,20,16151.66, StrTrk 324 9 1.45V -30C 10956Pa ,14000
2022-08-22 21:11:38,2022-08-22 21:11:38,34.74633,-106.925,35,9,16095.57, StrTrk 325 9 1.44V -29C 11055Pa ,14000
2022-08-22 21:12:38,2022-08-22 21:12:38,34.75133,-106.924,31,11,16060.52, StrTrk 326 9 1.44V -29C 11132Pa ,14000
2022-08-22 21:13:38,2022-08-22 21:13:38,34.756,-106.92267,30,15,16012.67, StrTrk 327 9 1.44V -30C 11225Pa ,14000
2022-08-22 21:14:38,2022-08-22 21:14:38,34.7605,-106.92117,30,15,16012.67, StrTrk 328 9 1.44V -28C 11223Pa ,14000
2022-08-22 21:15:38,2022-08-22 21:15:38,34.765,-106.91967,30,15,16024.56, StrTrk 329 9 1.45V -28C 11186Pa ,14000
2022-08-22 21:17:38,2022-08-22 21:17:38,34.77383,-106.91683,30,14,16034.61, StrTrk 331 9 1.46V -26C 11171Pa ,14000
2022-08-22 21:18:38,2022-08-22 21:18:38,34.77817,-106.9155,30,12,16012.67, StrTrk 332 9 1.46V -26C 11197Pa ,14000
2022-08-22 21:19:38,2022-08-22 21:19:38,34.7825,-106.91433,30,11,15995.6, StrTrk 333 9 1.47V -27C 11235Pa ,14000
2022-08-22 21:20:38,2022-08-22 21:20:38,34.787,-106.91317,30,14,15953.54, StrTrk 334 9 1.47V -27C 11325Pa ,14000
2022-08-22 21:21:38,2022-08-22 21:21:38,34.7915,-106.9115,30,17,15912.69, StrTrk 335 9 1.48V -27C 11390Pa ,14000
2022-08-22 21:22:38,2022-08-22 21:22:38,34.79583,-106.90983,30,16,15906.6, StrTrk 336 9 1.48V -27C 11421Pa ,14000
2022-08-22 21:23:38,2022-08-22 21:23:38,34.80033,-106.90833,30,17,15917.57, StrTrk 337 9 1.48V -26C 11388Pa ,14000
2022-08-22 21:24:38,2022-08-22 21:24:38,34.80467,-106.9065,28,19,15913.61, StrTrk 338 9 1.48V -26C 11409Pa ,14000
2022-08-22 21:25:38,2022-08-22 21:25:38,34.80833,-106.90467,24,23,15871.55, StrTrk 339 9 1.48V -27C 11478Pa ,14000
2022-08-22 21:26:39,2022-08-22 21:26:39,34.8115,-106.90283,20,26,15836.49, StrTrk 340 9 1.48V -27C 11562Pa ,14000
2022-08-22 21:27:38,2022-08-22 21:27:38,34.8145,-106.901,20,25,15805.71, StrTrk 341 9 1.48V -27C 11618Pa ,14000
2022-08-22 21:28:38,2022-08-22 21:28:38,34.81733,-106.89933,19,30,15761.51, StrTrk 342 9 1.47V -26C 11708Pa ,14000
2022-08-22 21:29:38,2022-08-22 21:29:38,34.81933,-106.8975,15,36,15711.53, StrTrk 343 9 1.46V -26C 11806Pa ,14000
2022-08-22 21:30:38,2022-08-22 21:30:38,34.82133,-106.89583,15,35,15685.62, StrTrk 344 9 1.47V -26C 11848Pa ,14000
2022-08-22 21:31:38,2022-08-22 21:31:38,34.82317,-106.89433,15,32,15674.64, StrTrk 345 9 1.45V -27C 11888Pa ,14000
2022-08-22 21:32:38,2022-08-22 21:32:38,34.82533,-106.893,15,23,15651.48, StrTrk 346 9 1.47V -27C 11936Pa ,14000
2022-08-22 21:33:38,2022-08-22 21:33:38,34.8275,-106.892,15,19,15601.49, StrTrk 347 9 1.47V -26C 12026Pa ,14000
2022-08-22 21:34:38,2022-08-22 21:34:38,34.82983,-106.891,15,18,15563.7, StrTrk 348 9 1.47V -24C 12105Pa ,14000
2022-08-22 21:35:38,2022-08-22 21:35:38,34.832,-106.89,13,26,15531.69, StrTrk 349 9 1.47V -25C 12179Pa ,14000
2022-08-22 21:36:38,2022-08-22 21:36:38,34.83317,-106.888,13,61,15479.57, StrTrk 350 9 1.47V -28C 12298Pa ,14000
2022-08-22 21:37:38,2022-08-22 21:37:38,34.834,-106.88533,17,71,15456.71, StrTrk 351 9 1.46V -28C 12345Pa ,14000
2022-08-22 21:38:38,2022-08-22 21:38:38,34.83483,-106.88233,17,72,15428.67, StrTrk 352 9 1.45V -28C 12405Pa ,14000
2022-08-22 21:39:38,2022-08-22 21:39:38,34.83567,-106.87933,17,74,15410.69, StrTrk 353 9 1.47V -28C 12445Pa ,14000
2022-08-22 21:40:39,2022-08-22 21:40:39,34.83633,-106.87633,15,75,15368.63, StrTrk 354 9 1.46V -28C 12536Pa ,14000
2022-08-22 21:41:38,2022-08-22 21:41:38,34.83683,-106.8735,15,80,15333.57, StrTrk 355 9 1.47V -29C 12615Pa ,14000
2022-08-22 21:43:38,2022-08-22 21:43:38,34.83683,-106.86733,17,98,15268.65, StrTrk 357 9 1.47V -30C 12757Pa ,14000
2022-08-22 21:45:38,2022-08-22 21:45:38,34.83533,-106.86067,19,110,15195.5, StrTrk 359 9 1.46V -30C 12925Pa ,14000
2022-08-22 21:47:38,2022-08-22 21:47:38,34.833,-106.854,20,114,15168.68, StrTrk 361 9 1.48V -27C 12968Pa ,14000
2022-08-22 21:49:38,2022-08-22 21:49:38,34.83083,-106.84517,26,99,15126.61, StrTrk 363 9 1.48V -27C 13076Pa ,14000
2022-08-22 21:50:38,2022-08-22 21:50:38,34.83,-106.84,28,100,15117.47, StrTrk 364 9 1.47V -26C 13076Pa ,14000
2022-08-22 21:51:38,2022-08-22 21:51:38,34.82917,-106.83467,28,103,15097.66, StrTrk 365 9 1.47V -25C 13128Pa ,14000
2022-08-22 21:52:38,2022-08-22 21:52:38,34.828,-106.82917,30,103,15084.55, StrTrk 366 9 1.47V -25C 13159Pa ,14000
2022-08-22 21:53:38,2022-08-22 21:53:38,34.827,-106.82333,33,100,15075.71, StrTrk 367 9 1.46V -25C 13178Pa ,14000
2022-08-22 21:54:38,2022-08-22 21:54:38,34.82617,-106.8175,31,100,15086.69, StrTrk 368 9 1.47V -24C 13149Pa ,14000
2022-08-22 21:55:38,2022-08-22 21:55:38,34.82517,-106.8115,33,101,15072.66, StrTrk 369 9 1.47V -25C 13187Pa ,14000
2022-08-22 21:56:38,2022-08-22 21:56:38,34.82417,-106.80517,33,100,15061.69, StrTrk 370 9 1.47V -25C 13209Pa ,14000
2022-08-22 21:57:38,2022-08-22 21:57:38,34.82317,-106.799,35,101,15032.43, StrTrk 371 9 1.47V -26C 13281Pa ,14000
2022-08-22 21:58:38,2022-08-22 21:58:38,34.82217,-106.7925,37,97,14980.62, StrTrk 372 9 1.47V -27C 13408Pa ,14000
2022-08-22 21:59:38,2022-08-22 21:59:38,34.82167,-106.7855,37,92,14940.69, StrTrk 373 9 1.47V -27C 13502Pa ,14000
2022-08-22 22:00:38,2022-08-22 22:00:38,34.82167,-106.77867,37,87,14898.62, StrTrk 374 9 1.47V -27C 13597Pa ,18000
2022-08-22 22:01:38,2022-08-22 22:01:38,34.822,-106.77183,37,88,14913.56, StrTrk 375 9 1.45V -26C 13546Pa ,18000
2022-08-22 22:02:38,2022-08-22 22:02:38,34.82117,-106.76517,35,101,15022.68, StrTrk 376 9 1.46V -27C 13308Pa ,18000
2022-08-22 22:04:38,2022-08-22 22:04:38,34.81917,-106.75767,9,142,15349.73, StrTrk 378 9 1.45V -34C 12638Pa ,18000
2022-08-22 22:05:38,2022-08-22 22:05:38,34.8195,-106.7585,7,347,15496.64, StrTrk 379 9 1.44V -35C 12304Pa ,18000
2022-08-22 22:06:38,2022-08-22 22:06:38,34.8215,-106.75833,19,35,15687.75, StrTrk 380 9 1.44V -36C 11912Pa ,18000
2022-08-22 22:07:38,2022-08-22 22:07:38,34.82433,-106.75567,19,48,15845.64, StrTrk 381 9 1.41V -35C 11577Pa ,18000
2022-08-22 22:08:38,2022-08-22 22:08:38,34.827,-106.75317,28,17,16019.68, StrTrk 382 9 1.40V -35C 11236Pa ,18000
2022-08-22 22:09:38,2022-08-22 22:09:38,34.83117,-106.75167,28,44,16169.64, StrTrk 383 9 1.39V -36C 10952Pa ,18000
2022-08-22 22:10:38,2022-08-22 22:10:38,34.83417,-106.7475,26,55,16298.57, StrTrk 384 9 1.38V -36C 10701Pa ,18000
2022-08-22 22:12:42,2022-08-22 22:12:42,34.836,-106.7365,35,80,16638.73, StrTrk 386 9 1.37V -37C 10100Pa ,18000
2022-08-22 22:13:38,2022-08-22 22:13:38,34.83467,-106.73183,17,134,16812.77, StrTrk 387 9 1.36V -36C 9783Pa ,18000
2022-08-22 22:15:38,2022-08-22 22:15:38,34.83333,-106.72717,9,56,17093.79, StrTrk 389 9 1.36V -38C 9327Pa ,18000
2022-08-22 22:16:38,2022-08-22 22:16:38,34.8345,-106.72583,11,81,17213.58, StrTrk 390 9 1.36V -38C 9136Pa ,18000
2022-08-22 22:17:38,2022-08-22 22:17:38,34.83333,-106.72333,6,149,17349.83, StrTrk 391 9 1.35V -36C 8906Pa ,18000
2022-08-22 22:18:38,2022-08-22 22:18:38,34.83183,-106.72317,9,257,17501.62, StrTrk 392 9 1.35V -36C 8674Pa ,18000
2022-08-22 22:19:38,2022-08-22 22:19:38,34.83067,-106.72667,17,262,17636.64, StrTrk 393 9 1.36V -37C 8478Pa ,18000
2022-08-22 22:21:42,2022-08-22 22:21:42,34.83283,-106.7335,22,292,17822.57, StrTrk 395 9 1.37V -37C 8203Pa ,18000
2022-08-22 22:22:38,2022-08-22 22:22:38,34.83433,-106.73717,24,297,17926.81, StrTrk 396 9 1.39V -36C 8055Pa ,18000
2022-08-22 22:23:38,2022-08-22 22:23:38,34.8365,-106.74117,28,311,18009.72, StrTrk 397 9 1.39V -35C 7930Pa ,18000
2022-08-22 22:24:38,2022-08-22 22:24:38,34.83883,-106.74583,33,295,18081.65, StrTrk 398 9 1.40V -34C 7844Pa ,18000
2022-08-22 22:25:38,2022-08-22 22:25:38,34.84117,-106.7505,24,306,17980.76, StrTrk 399 9 1.41V -34C 7967Pa ,18000
2022-08-22 22:26:38,2022-08-22 22:26:38,34.843,-106.75433,24,303,17989.6, StrTrk 400 9 1.41V -33C 7956Pa ,18000
2022-08-22 22:27:38,2022-08-22 22:27:38,34.8455,-106.75817,26,304,18056.66, StrTrk 401 9 1.43V -31C 7870Pa ,18000
2022-08-22 22:28:38,2022-08-22 22:28:38,34.848,-106.76183,24,308,17997.83, StrTrk 402 9 1.43V -31C 7954Pa ,18000
2022-08-22 22:29:38,2022-08-22 22:29:38,34.84967,-106.76517,22,302,17993.87, StrTrk 403 9 1.43V -29C 7957Pa ,18000
2022-08-22 22:30:38,2022-08-22 22:30:38,34.85217,-106.76883,26,306,18066.72, StrTrk 404 9 1.43V -28C 7866Pa ,18000
2022-08-22 22:31:38,2022-08-22 22:31:38,34.85433,-106.7725,20,310,18020.69, StrTrk 405 9 1.43V -29C 7934Pa ,18000
2022-08-22 22:33:38,2022-08-22 22:33:38,34.858,-106.77867,24,315,18096.59, StrTrk 407 9 1.44V -27C 7829Pa ,18000
2022-08-22 22:34:39,2022-08-22 22:34:39,34.86017,-106.78167,19,298,17988.69, StrTrk 408 9 1.44V -28C 7969Pa ,18000
2022-08-22 22:35:38,2022-08-22 22:35:38,34.8615,-106.785,20,298,18024.65, StrTrk 409 9 1.45V -28C 7926Pa ,18000
2022-08-22 22:36:38,2022-08-22 22:36:38,34.86383,-106.78817,24,316,18079.82, StrTrk 410 9 1.45V -25C 7850Pa ,18000
2022-08-22 22:37:38,2022-08-22 22:37:38,34.86583,-106.79117,17,296,17991.73, StrTrk 411 9 1.46V -27C 7974Pa ,18000
2022-08-22 22:38:38,2022-08-22 22:38:38,34.86717,-106.79417,20,305,18019.78, StrTrk 412 9 1.45V -26C 7938Pa ,18000
2022-08-22 22:39:38,2022-08-22 22:39:38,34.86967,-106.79717,26,314,18081.65, StrTrk 413 9 1.46V -25C 7854Pa ,18000
2022-08-22 22:40:38,2022-08-22 22:40:38,34.87267,-106.80017,22,320,18029.83, StrTrk 414 9 1.46V -26C 7936Pa ,18000
2022-08-22 22:41:38,2022-08-22 22:41:38,34.87467,-106.80283,20,314,18041.72, StrTrk 415 9 1.46V -25C 7903Pa ,18000
2022-08-22 22:42:38,2022-08-22 22:42:38,34.878,-106.80533,24,331,18091.71, StrTrk 416 9 1.47V -23C 7852Pa ,18000
2022-08-22 22:44:38,2022-08-22 22:44:38,34.88283,-106.81017,24,324,18055.74, StrTrk 418 9 1.46V -24C 7881Pa ,18000
2022-08-22 22:45:38,2022-08-22 22:45:38,34.88617,-106.813,28,324,18081.65, StrTrk 419 9 1.47V -24C 7856Pa ,18000
2022-08-22 22:46:38,2022-08-22 22:46:38,34.8895,-106.81583,24,321,17995.7, StrTrk 420 9 1.47V -24C 7974Pa ,18000
2022-08-22 22:47:38,2022-08-22 22:47:38,34.89283,-106.81883,30,316,18080.74, StrTrk 421 9 1.47V -22C 7853Pa ,18000
2022-08-22 22:48:39,2022-08-22 22:48:39,34.89633,-106.823,30,317,18100.85, StrTrk 422 9 1.47V -22C 7837Pa ,18000
2022-08-22 22:49:38,2022-08-22 22:49:38,34.8995,-106.826,22,321,17998.74, StrTrk 423 9 1.47V -24C 7972Pa ,18000
2022-08-22 22:50:38,2022-08-22 22:50:38,34.90267,-106.82867,30,318,18056.66, StrTrk 424 9 1.47V -25C 7892Pa ,18000
2022-08-22 22:51:39,2022-08-22 22:51:39,34.90583,-106.833,30,309,18097.8, StrTrk 425 9 1.48V -23C 7840Pa ,18000
2022-08-22 22:52:38,2022-08-22 22:52:38,34.90867,-106.8365,24,320,18028.62, StrTrk 426 9 1.47V -22C 7942Pa ,18000
2022-08-22 22:53:38,2022-08-22 22:53:38,34.91167,-106.8395,28,314,18061.84, StrTrk 427 9 1.47V -22C 7887Pa ,18000
2022-08-22 22:54:38,2022-08-22 22:54:38,34.91433,-106.84383,31,309,18068.85, StrTrk 428 9 1.48V -22C 7880Pa ,18000
2022-08-22 22:55:38,2022-08-22 22:55:38,34.91717,-106.84717,24,324,18024.65, StrTrk 429 9 1.48V -22C 7939Pa ,18000
2022-08-22 22:56:38,2022-08-22 22:56:38,34.92017,-106.85033,26,309,18113.65, StrTrk 430 9 1.48V -21C 7821Pa ,18000
2022-08-22 22:57:38,2022-08-22 22:57:38,34.92317,-106.85417,28,325,18067.63, StrTrk 431 9 1.48V -22C 7888Pa ,18000
2022-08-22 22:58:38,2022-08-22 22:58:38,34.92567,-106.85717,22,314,18000.88, StrTrk 432 9 1.48V -25C 7968Pa ,18000
2022-08-22 22:59:38,2022-08-22 22:59:38,34.929,-106.85983,28,319,18098.72, StrTrk 433 9 1.48V -24C 7833Pa ,18000
2022-08-22 23:00:38,2022-08-22 23:00:38,34.932,-106.86367,26,316,18124.63, StrTrk 434 9 1.49V -23C 7805Pa ,18000
2022-08-22 23:01:39,2022-08-22 23:01:39,34.93467,-106.86667,20,301,18015.81, StrTrk 435 9 1.48V -26C 7942Pa ,18000
2022-08-22 23:02:38,2022-08-22 23:02:38,34.93617,-106.86983,22,311,18065.8, StrTrk 436 9 1.48V -22C 7880Pa ,18000
2022-08-22 23:03:38,2022-08-22 23:03:38,34.93883,-106.87283,22,312,18066.72, StrTrk 437 9 1.48V -21C 7880Pa ,18000
2022-08-22 23:04:38,2022-08-22 23:04:38,34.94067,-106.87583,19,298,17991.73, StrTrk 438 9 1.48V -24C 7978Pa ,18000
2022-08-22 23:05:38,2022-08-22 23:05:38,34.9425,-106.87883,33,342,18088.66, StrTrk 439 9 1.48V -22C 7853Pa ,18000
2022-08-22 23:06:38,2022-08-22 23:06:38,34.94533,-106.8815,20,313,18054.83, StrTrk 440 9 1.47V -20C 7898Pa ,18000
2022-08-22 23:07:38,2022-08-22 23:07:38,34.94683,-106.88467,19,296,17954.85, StrTrk 441 9 1.47V -22C 8027Pa ,18000
2022-08-22 23:08:38,2022-08-22 23:08:38,34.94867,-106.888,24,313,18039.59, StrTrk 442 9 1.47V -22C 7914Pa ,18000
2022-08-22 23:09:38,2022-08-22 23:09:38,34.95167,-106.891,24,321,18113.65, StrTrk 443 9 1.48V -21C 7819Pa ,18000
2022-08-22 23:10:38,2022-08-22 23:10:38,34.95433,-106.8935,20,312,18039.59, StrTrk 444 9 1.48V -23C 7924Pa ,18000
2022-08-22 23:11:38,2022-08-22 23:11:38,34.95567,-106.89633,17,300,17963.69, StrTrk 445 9 1.47V -23C 8015Pa ,18000
