time,lasttime,lat,lng,speed,course,altitude,comment
2022-04-09 18:14:57,2022-04-09 18:14:57,32.43633,-111.06417,15,341,1107.64,002  0.00 235.00  6.12 04 14507 0 0.0 None None
2022-04-09 18:16:36,2022-04-09 18:16:36,32.4405,-111.065,13,14,1285.65,002  0.00 235.00  6.14 06 15459 0 0.0 None None
2022-04-09 18:22:22,2022-04-09 18:22:22,32.451,-111.05333,30,37,2027.22,002  0.00 235.00  6.01 07 18708 0 0.0 None None
2022-04-09 18:42:03,2022-04-09 18:46:11,32.50767,-110.9655,28,55,4101.08,002  0.00 235.00  5.77 10 30345 0 0.0 None None
2022-04-09 18:49:04,2022-04-09 18:51:23,32.51733,-110.92433,43,82,5133.14,002  0.00 235.00  5.71 08 34803 0 0.0 None None
2022-04-09 18:53:21,2022-04-09 18:53:21,32.52317,-110.8895,41,90,5732.07,003  0.00 235.00  5.61 07 37408 0 0.0 None None
2022-04-09 18:53:46,2022-04-09 18:56:37,32.52367,-110.88617,46,77,5777.48,002 -9428. 155717  5.59 10 37660 0 0.0 None None
2022-04-09 19:00:58,2022-04-09 19:03:19,32.53033,-110.82483,50,81,6613.25,002  0.00 235.00  5.54 11 42051 0 0.0 None None
2022-04-09 19:21:32,2022-04-09 19:24:13,32.55517,-110.61933,69,88,9831.93,003  0.00 235.00  5.21 07 55262 0 0.0 None None
2022-04-09 19:25:12,2022-04-09 19:25:12,32.55467,-110.5755,74,97,10465.61,002  0.00 235.00  5.08 10 57700 0 0.0 None None
2022-04-09 19:27:32,2022-04-09 19:30:03,32.55217,-110.54617,72,99,10849.05,003  0.00 235.00  5.05 08 59249 0 0.0 None None
2022-04-09 19:43:08,2022-04-09 19:45:52,32.55083,-110.2655,137,89,13143.59,002  0.00 245421  4.80 09 69561 0 0.0 None None
2022-04-09 20:22:17,2022-04-09 20:22:17,32.52217,-109.72583,52,109,17869.81,004  0.00 235.00  4.78 08 95514 0 0.0 None None
2022-04-09 20:50:35,2022-04-09 20:53:47,32.49483,-109.612,30,79,19059.75,003  0.00 235.00  5.25 07 111583 0 0.0 None None
2022-04-09 21:17:50,2022-04-09 21:17:50,32.444,-109.43883,72,111,16526.87,002  0.00 235.00  5.16 09 123421 4
2022-04-09 21:18:35,2022-04-09 21:18:35,32.44083,-109.42883,76,108,16524.73,007  0.00 235.00  5.00 06 123741 40 0.0 None None
2022-04-09 21:41:45,2022-04-09 21:45:10,32.47617,-109.0055,106,71,14394.79,009  0.00 235.00  5.10 07 133895 60 0.0 None None
2022-04-09 22:06:41,2022-04-09 22:06:41,32.4695,-108.4925,133,87,13013.44,002  0.00 235.00  5.30 11 146811 8
2022-04-09 22:06:50,2022-04-09 22:06:51,32.46967,-108.489,130,87,12987.22,003  0.00 235.00  5.26 08 146890 80 0.0 None None
2022-04-09 22:21:48,2022-04-09 22:21:48,32.49217,-108.17467,109,78,12220.65,002  88.10 543174  5.33 10 155434 80 0.0 None None
2022-04-09 22:33:01,2022-04-09 22:33:01,32.49733,-107.96667,107,92,11871.66,002  0.00 235.00  5.36 12 162122 1
2022-04-09 22:52:52,2022-04-09 22:52:52,32.47267,-107.62233,96,91,11498.88,002  0.00 235.00  5.51 12 173974 100 0.0 None None
2022-04-09 23:01:16,2022-04-09 23:01:16,32.47433,-107.46633,104,77,12280.7,002  0.00 235.00  5.21 12 180334 0 0.0 None None
2022-04-09 23:22:52,2022-04-09 23:22:52,32.49117,-107.03583,81,98,15094,003  0.00 235.00  5.10 12 194546 0 0.0 0 100000
2022-04-09 23:49:18,2022-04-09 23:49:18,32.46083,-106.7295,48,86,17892.06,002  0.00 235.00  5.30 12 211894 0
2022-04-09 23:53:24,2022-04-09 23:55:20,32.455,-106.68917,54,101,18110.3,003  0.00 235.00  5.16 07 214563 0 0.0 0 19000
2022-04-10 0:07:46,2022-04-10 0:07:46,32.45117,-106.61933,31,82,18716.85,002  0.00 235.00  5.41 11 223374 0 0.0 0 19000
2022-04-10 0:12:02,2022-04-10 0:12:02,32.44667,-106.593,61,100,18002.4,002  12.80 259489  5.16 11 226884 100 0.0 100 17000
2022-04-10 0:16:32,2022-04-10 0:16:32,32.45017,-106.54767,54,96,17228.82,002  0.00 235.00  4.92 12 229821 100 0.0 100 17000
2022-04-10 0:19:04,2022-04-10 0:19:04,32.44867,-106.52483,48,101,17244.06,002  0.00 235.00  5.13 12 SpaceTREx SHAB-10V
2022-04-10 0:31:59,2022-04-10 0:31:59,32.4445,-106.45767,107,154,16982.54,002  0.00 235.00  5.08 12 239934 0 0.0 0 17000
2022-04-10 0:35:00,2022-04-10 0:35:00,32.4495,-106.45217,17,51,16907.87,002  12.80 96793.  4.98 12 SpaceTREx SHAB-10V
2022-04-10 0:35:19,2022-04-10 0:35:19,32.45,-106.4515,17,49,16861.23,003  8.20 8022.0  5.03 08 SpaceTREx SHAB-10V
2022-04-10 0:35:38,2022-04-10 0:35:39,32.45067,-106.45083,13,53,16801.49,004  6.70 248.00  5.07 10 SpaceTRE
2022-04-10 0:47:38,2022-04-10 0:47:38,32.4585,-106.39883,41,79,17686.63,003  0.00 235.00  4.88 06 250383 0 0.0 0 18000
2022-04-10 0:54:03,2022-04-10 0:54:03,32.46333,-106.33967,56,81,17872.86,002  0.00 235.00  5.13 12 254637 100 0.0 100 18000
2022-04-10 1:45:47,2022-04-10 1:45:47,32.48117,-105.631,63,84,6353.56,002  0.00 235.00  4.47 12 291964 0 0.0 0 17000
